city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Bartlett,Paul Prost,Corporate,0.1,1,1/17/2012,46884,Medium,18,0.36,Office Supplies,Small Box,40.3,South,6585,130.11,1/19/2012,Regular Air,1.39,Tennessee,7.64,38134
Woodridge,Carlos Soltero,Small Business,0.01,1,1/17/2012,12771,Critical,46,0.59,Office Supplies,Wrap Bag,-43.1,Central,1782,78.08,1/19/2012,Regular Air,1.57,Illinois,1.68,60517
Bartlett,Paul Prost,Corporate,0,1,1/17/2012,46884,Medium,3,0.59,Technology,Small Box,-509.938,South,6586,337.3395,1/19/2012,Regular Air,2.5,Tennessee,125.99,38134
Northport,John Lee,Corporate,0.06,1,1/17/2012,18945,Medium,33,0.42,Technology,Small Pack,168.54,South,2619,528.54,1/19/2012,Regular Air,1.99,Alabama,16.48,35473
Meridian,Joel Eaton,Home Office,0.05,1,1/17/2012,43620,Medium,13,0.43,Office Supplies,Small Box,-89.35,South,6158,196.22,1/20/2012,Regular Air,13.32,Mississippi,14.81,39301
Miami,Natalie Webber,Corporate,0.05,1,1/18/2012,22118,High,50,0.38,Office Supplies,Small Box,1315.749,South,3084,2842.54,1/18/2012,Regular Air,1.49,Florida,58.1,33142
Tupelo,Kristen Hastings,Corporate,0.06,1,1/18/2012,58784,Medium,29,0.38,Office Supplies,Small Box,573.8,South,8221,1379.1,1/18/2012,Regular Air,5.81,Mississippi,48.91,38801
Tupelo,Kristen Hastings,Corporate,0.02,1,1/18/2012,58784,Medium,12,0.35,Office Supplies,Small Box,1.46,South,8220,141.9,1/19/2012,Regular Air,5.72,Mississippi,11.58,38801
Tupelo,Kristen Hastings,Corporate,0.02,1,1/18/2012,58784,Medium,17,0.59,Office Supplies,Small Box,-210.09,South,8222,278.76,1/19/2012,Regular Air,17.78,Mississippi,15.51,38801
Willow Grove,Kristen Hastings,Corporate,0.05,1,1/18/2012,58784,Medium,25,0.55,Furniture,Jumbo Drum,2372.08,East,8223,8875.17,1/20/2012,Delivery Truck,39,Pennsylvania,350.99,19090
Willow Grove,Kristen Hastings,Corporate,0.04,1,1/18/2012,58784,Medium,20,0.49,Technology,Small Box,-67.3815,East,8224,331.21,1/20/2012,Express Air,9.4,Pennsylvania,15.99,19090
Granger,Erica Bern,Corporate,0.1,1,1/18/2012,48199,Not Specified,47,0.4,Office Supplies,Small Box,279.74,Central,6772,672.46,1/21/2012,Regular Air,1.39,Indiana,15.74,46530
Santa Fe,Arthur Gainer,Consumer,0.09,1,1/19/2012,66,Low,41,0.56,Office Supplies,Wrap Bag,7.57,West,11,108.15,1/19/2012,Regular Air,0.7,New Mexico,2.88,87505
South Burlington,Chris Cortes,Consumer,0,1,1/19/2012,20711,Critical,18,0.39,Technology,Jumbo Box,-101.6595,East,2875,2215.96,1/20/2012,Delivery Truck,56.14,Vermont,119.99,5403
Hamilton,Stuart Calhoun,Consumer,0.09,1,1/19/2012,16999,Critical,18,0.55,Office Supplies,Small Box,1081.62,East,2357,3568.45,1/21/2012,Regular Air,0.99,Ohio,207.48,45011
Oxford,Chris Cortes,Consumer,0.1,1,1/19/2012,20711,Critical,5,0.37,Office Supplies,Small Box,-19.52,East,2874,98.66,1/21/2012,Regular Air,9.03,MA,18.97,1540
Sanford,Tanja Norvell,Corporate,0.02,1,1/20/2012,38340,Critical,36,0.57,Office Supplies,Small Box,684.9,South,5392,2167.05,1/21/2012,Regular Air,3.5,Florida,60.22,32771
Allen,Cynthia Arntzen,Small Business,0.02,1,1/20/2012,44197,High,27,0.65,Furniture,Jumbo Box,-229.79,Central,6237,3970.33,1/23/2012,Delivery Truck,53.48,Texas,140.98,75002
Holladay,Larry Tron,Home Office,0.04,1,1/21/2012,32800,Not Specified,33,0.64,Furniture,Jumbo Drum,1161.75,West,4600,11336.37,1/22/2012,Delivery Truck,58.92,Utah,355.98,84117
Des Moines,Roy Phan,Corporate,0.03,1,1/21/2012,35936,Medium,40,0.61,Furniture,Large Box,813.33,West,5043,4152.55,1/22/2012,Regular Air,24.49,Washington,105.34,98198
Pittsburgh,Rob Haberlin,Corporate,0.04,1,1/21/2012,38021,Medium,16,0.59,Office Supplies,Jumbo Drum,834.96,East,5349,4407.03,1/22/2012,Delivery Truck,23.19,Pennsylvania,279.81,15122
Pittsburgh,Rob Haberlin,Corporate,0.02,1,1/21/2012,38021,Medium,36,0.36,Office Supplies,Small Box,81.77,East,5350,173.22,1/22/2012,Regular Air,0.5,Pennsylvania,4.91,15122
Des Moines,Roy Phan,Corporate,0.08,1,1/21/2012,35936,Medium,41,0.35,Office Supplies,Small Box,-10.3845,West,5042,312.26,1/22/2012,Regular Air,4.71,Washington,7.84,98198
Holladay,Larry Tron,Home Office,0.09,1,1/21/2012,32800,Not Specified,19,0.37,Office Supplies,Small Box,8.79,West,4601,354.13,1/22/2012,Regular Air,8.68,Utah,19.98,84117
Wooster,Harold Ryan,Home Office,0.04,1,1/21/2012,49505,Critical,34,0.43,Technology,Small Pack,85.83,East,6937,335.59,1/22/2012,Express Air,1.99,Ohio,9.78,44691
Cleveland Heights,Arthur Prichep,Small Business,0.05,1,1/21/2012,31138,High,37,0.65,Furniture,Jumbo Box,-1756.4404,East,4370,1251.18,1/23/2012,Delivery Truck,45.51,Ohio,31.76,44106
Sioux City,Rob Haberlin,Corporate,0.02,1,1/21/2012,38021,Medium,46,0.37,Office Supplies,Small Box,709.325,Central,5351,1482.01,1/23/2012,Regular Air,1.49,Iowa,30.44,51106
Wooster,Harold Ryan,Home Office,0.04,1,1/21/2012,49505,Critical,12,0.35,Office Supplies,Small Box,-8.4985,East,6936,97.74,1/23/2012,Regular Air,4.71,Ohio,7.84,44691
Holladay,Larry Tron,Home Office,0.07,1,1/21/2012,32800,Not Specified,40,0.37,Office Supplies,Small Box,69.08,West,4602,751.94,1/23/2012,Regular Air,8.68,Utah,19.98,84117
Smithtown,Aaron Smayling,Small Business,0.07,1,1/21/2012,37638,Low,33,0.39,Office Supplies,Small Box,-140.54,East,5287,139.98,1/23/2012,Regular Air,6.89,New York,4.13,11787
Jupiter,Thea Hudgings,Consumer,0.05,1,1/21/2012,52608,Low,36,0.52,Office Supplies,Wrap Bag,40.04,South,7378,147.71,1/25/2012,Regular Air,0.7,Florida,3.98,33458
Fountain,Andrew Allen,Corporate,0.1,1,1/21/2012,58759,Low,4,0.4,Office Supplies,Wrap Bag,-6.88,West,8219,33.44,1/28/2012,Regular Air,2.87,Colorado,8.01,80817
Saginaw,Khloe Miller,Corporate,0,1,1/22/2012,28225,Critical,9,0.47,Furniture,Small Box,-49.81,Central,3956,206.04,1/22/2012,Regular Air,14.39,Michigan,20.28,48601
Lino Lakes,Nathan Mautz,Home Office,0.02,1,1/22/2012,53891,High,36,0.36,Office Supplies,Small Box,-17.4455,Central,7535,562.8,1/22/2012,Regular Air,9.73,Minnesota,15.22,55014
Hialeah,Russell Applegate,Small Business,0,1,1/22/2012,55360,Medium,39,0.68,Furniture,Jumbo Box,1517.12,South,7725,8865.1,1/23/2012,Delivery Truck,29.1,Florida,217.85,33012
Mobile,Nathan Mautz,Home Office,0.02,1,1/22/2012,53891,High,44,0.67,Furniture,Medium Box,-237.6,South,7537,4039.72,1/23/2012,Express Air,39.61,Alabama,92.23,36608
Mobile,Nathan Mautz,Home Office,0.03,1,1/22/2012,53891,High,25,0.58,Technology,Small Box,553.356,South,7538,2570.944,1/23/2012,Express Air,5.92,Alabama,115.99,36608
Kingsport,Amy Hunt,Home Office,0.09,1,1/22/2012,7815,Critical,6,0.75,Technology,Small Box,-125.96,South,1058,187.37,1/23/2012,Regular Air,5.5,Tennessee,32.98,37664
Mobile,Nathan Mautz,Home Office,0.07,1,1/22/2012,53891,High,27,0.48,Technology,Small Box,812.38,South,7536,4584.73,1/23/2012,Regular Air,19.99,Alabama,179.99,36608
Elyria,Guy Phonely,Corporate,0.01,1,1/22/2012,28225,Critical,13,0.83,Office Supplies,Large Box,-330.14,East,3955,1160.59,1/24/2012,Regular Air,35,Ohio,80.98,44035
Hialeah,Russell Applegate,Small Business,0.07,1,1/22/2012,55360,Medium,49,0.38,Office Supplies,Small Box,50.74,South,7724,134.83,1/24/2012,Regular Air,0.5,Florida,2.89,33012
Mankato,Sally Matthias,Home Office,0.02,1,1/22/2012,13636,Low,32,0.62,Furniture,Jumbo Box,7513.88,Central,1909,28180.08,1/26/2012,Delivery Truck,44.55,Minnesota,880.98,56001
Newton,Jocasta Rupert,Consumer,0,1,1/23/2012,10661,Not Specified,18,0.58,Office Supplies,Small Pack,-99.34,Central,1481,136.41,1/24/2012,Regular Air,8.37,Kansas,6.84,67114
Reston,Jocasta Rupert,Consumer,0.07,1,1/23/2012,10661,Not Specified,42,0.4,Office Supplies,Small Box,488.31,South,1482,1312.65,1/25/2012,Regular Air,5.76,Virginia,30.98,20190
Parkland,Victoria Brennan,Small Business,0.01,1,1/23/2012,24802,Medium,18,0.67,Technology,Small Box,-23.44,West,3485,1383.2,1/25/2012,Regular Air,12.14,Washington,73.98,98444
Wheat Ridge,Cynthia Delaney,Corporate,0.01,1,1/24/2012,19234,High,24,0.52,Office Supplies,Medium Box,-11.15,West,2664,359.65,1/24/2012,Regular Air,6.75,Colorado,14.42,80033
Vincennes,Filia McAdams,Small Business,0.1,1,1/24/2012,29319,Low,30,,Furniture,Large Box,1151.69,Central,4125,6654.39,1/26/2012,Regular Air,24.49,Indiana,238.4,47591
Franklin,Michael Dominguez,Home Office,0.01,1,1/24/2012,58277,Medium,23,0.5,Office Supplies,Medium Box,-23.35,Central,8148,294.68,1/26/2012,Regular Air,6.96,Wisconsin,11.7,53132
Vincennes,Filia McAdams,Small Business,0.03,1,1/24/2012,29319,Low,21,0.46,Technology,Large Box,983.55,Central,4126,4429.69,1/26/2012,Express Air,24.49,Indiana,199.99,47591
Bayonne,Debra Catini,Small Business,0.08,1,1/24/2012,33025,Low,5,0.58,Office Supplies,Small Box,-19.06,East,4639,318.31,1/29/2012,Regular Air,0.99,New Jersey,67.84,7002
Menlo Park,Giulietta Dortch,Corporate,0.06,1,1/25/2012,7043,Critical,4,0.53,Furniture,Small Pack,-8.93,West,970,11.08,1/26/2012,Regular Air,4.08,California,1.74,94025
Hilton Head Island,Laurel Beltran,Consumer,0.1,1,1/25/2012,12869,Not Specified,15,0.57,Technology,Small Box,-42.999,South,1797,1532.482,1/28/2012,Regular Air,8.99,South Carolina,125.99,29915
Sanford,Tanja Norvell,Corporate,0.03,1,1/26/2012,24544,High,15,0.6,Furniture,Jumbo Drum,-97.47,South,3437,403.71,1/27/2012,Delivery Truck,14.36,Florida,25.98,32771
Muscatine,Gene Hale,Consumer,0.03,1,1/26/2012,20422,High,30,0.49,Furniture,Small Pack,115.21,Central,2830,447.33,1/27/2012,Regular Air,5,Iowa,14.34,52761
Sanford,Tanja Norvell,Corporate,0.1,1,1/26/2012,24544,High,39,0.81,Office Supplies,Large Box,-1212.55,South,3438,1243.45,1/27/2012,Regular Air,35,Florida,32.48,32771
Saint Petersburg,Tanja Norvell,Corporate,0.08,1,1/26/2012,24544,High,31,0.38,Technology,Medium Box,1771.15,South,3436,4587.3,1/27/2012,Express Air,13.99,Florida,150.98,33710
Benton,Stefanie Holloman,Small Business,0.06,1,1/26/2012,55937,Medium,24,0.74,Furniture,Jumbo Box,53.79,South,7824,7332.088,1/28/2012,Delivery Truck,85.63,Arkansas,376.13,72015
Mount Lebanon,Ken Brennan,Consumer,0.08,1,1/26/2012,17186,Medium,49,0.74,Furniture,Medium Box,-1549.14,East,2371,4321.63,1/28/2012,Regular Air,56.2,Pennsylvania,90.98,15228
Allen Park,Gene Hale,Consumer,0.01,1,1/26/2012,20422,High,5,0.38,Office Supplies,Small Box,1.61,Central,2829,15.38,1/28/2012,Regular Air,0.5,Michigan,2.89,48101
Mount Lebanon,Ken Brennan,Consumer,0.07,1,1/26/2012,17186,Medium,11,0.4,Office Supplies,Small Box,-29.98,East,2372,67.14,1/28/2012,Regular Air,5.35,Pennsylvania,5.98,15228
Benton,Stefanie Holloman,Small Business,0.09,1,1/26/2012,55937,Medium,10,0.67,Technology,Small Box,-146.2,South,7823,392.77,1/28/2012,Regular Air,7.12,Arkansas,39.98,72015
Dickinson,Sean O'Donnell,Corporate,0.09,1,1/27/2012,15718,Critical,36,0.58,Office Supplies,Wrap Bag,8.4,Central,2182,100.87,1/28/2012,Regular Air,0.7,North Dakota,2.94,58601
Eau Claire,Michael Dominguez,Home Office,0.08,1,1/27/2012,11686,Not Specified,38,0.59,Technology,Small Box,1312.344,Central,1615,6121.1985,1/28/2012,Regular Air,2.5,Wisconsin,205.99,54703
Sandusky,Sean O'Donnell,Corporate,0.03,1,1/27/2012,15718,Critical,41,0.58,Office Supplies,Small Pack,360.63,East,2183,1863.02,1/29/2012,Regular Air,8.99,Ohio,43.98,44870
Royal Palm Beach,Victor Price,Consumer,0.02,1,1/27/2012,10530,Medium,4,0.57,Technology,Small Box,-411.653,South,1461,377.213,1/29/2012,Regular Air,2.5,Florida,110.99,33411
Sandusky,Sean O'Donnell,Corporate,0.06,1,1/27/2012,15718,Critical,50,0.38,Office Supplies,Wrap Bag,-3.05,East,2184,55.89,1/30/2012,Regular Air,0.7,Ohio,1.14,44870
Provo,Cari Sayre,Home Office,0.03,1,1/28/2012,17155,Medium,31,0.81,Office Supplies,Large Box,-900.27,West,2369,1065.26,1/28/2012,Express Air,35,Utah,32.48,84604
Provo,Cari Sayre,Home Office,0,1,1/28/2012,17155,Medium,36,0.39,Office Supplies,Wrap Bag,85.17,West,2368,267.53,1/29/2012,Express Air,2,Utah,6.88,84604
Laguna Niguel,Adam Hart,Corporate,0.06,1,1/28/2012,19047,High,1,0.37,Office Supplies,Small Box,-22.82,West,2631,67.49,1/29/2012,Regular Air,14.3,California,55.48,92677
Laguna Niguel,Adam Hart,Corporate,0.02,1,1/28/2012,19047,High,3,0.59,Office Supplies,Wrap Bag,-4.28,West,2632,6.76,1/30/2012,Regular Air,1.57,California,1.68,92677
Oro Valley,Cindy Chapman,Corporate,0.03,1,1/28/2012,8868,Low,34,0.36,Office Supplies,Small Box,-102.2695,West,1210,179.99,2/1/2012,Regular Air,5.74,Arizona,5.18,85737
Oro Valley,Cindy Chapman,Corporate,0.02,1,1/28/2012,8868,Low,3,0.57,Office Supplies,Small Box,-44.05,West,1209,190.45,2/6/2012,Regular Air,3.99,Arizona,59.98,85737
North Platte,Liz MacKendrick,Corporate,0.02,1,1/29/2012,20480,Medium,4,0.56,Furniture,Jumbo Box,-219.93,Central,2841,1042.63,1/31/2012,Delivery Truck,60.2,Nebraska,240.98,69101
Chesapeake,Katherine Hughes,Consumer,0.09,1,1/29/2012,20484,Critical,14,0.56,Technology,Small Box,17.676,South,2844,1122.6375,1/31/2012,Regular Air,4.9,Virginia,95.99,23320
Mechanicsville,Liz MacKendrick,Corporate,0.02,1,1/29/2012,20480,Medium,38,0.35,Office Supplies,Small Box,7604.95,South,2840,16147.61,2/1/2012,Regular Air,19.99,Virginia,420.98,23111
Champaign,Eugene Barchas,Corporate,0.08,1,1/30/2012,35847,Critical,23,0.64,Technology,Small Pack,-144.27,Central,5031,361.65,1/30/2012,Express Air,8.99,Illinois,15.98,61821
Rock Island,Clay Rozendal,Corporate,0.1,1,1/30/2012,5316,Critical,42,0.42,Technology,Small Pack,514.07,Central,735,1285.37,2/1/2012,Regular Air,1.99,Illinois,31.78,61201
Franklin Park,Rick Reed,Consumer,0.07,1,1/30/2012,21383,Low,31,0.37,Technology,Large Box,7416.43,Central,2956,16066.85,2/4/2012,Regular Air,24.49,Illinois,574.74,60131
Brooklyn Center,Matt Abelman,Home Office,0.09,1,1/31/2012,30341,Low,42,0.62,Furniture,Jumbo Drum,470.3,Central,4259,6244.18,1/31/2012,Delivery Truck,30,Minnesota,160.98,55429
Brooklyn Center,Matt Abelman,Home Office,0.09,1,1/31/2012,30341,Low,41,0.39,Office Supplies,Small Box,105.91,Central,4260,239.75,1/31/2012,Regular Air,0.5,Minnesota,6.3,55429
Wheeling,Dave Brooks,Corporate,0.04,1,1/31/2012,52416,Not Specified,40,0.72,Furniture,Jumbo Box,-528.653125,East,7357,9141.64,2/1/2012,Delivery Truck,69.64,West Virginia,218.75,26003
Wheeling,Dave Brooks,Corporate,0.05,1,1/31/2012,52416,Not Specified,6,0.36,Office Supplies,Wrap Bag,-16.95,East,7356,49.81,2/2/2012,Regular Air,5.83,West Virginia,7.64,26003
West Palm Beach,Maria Zettner,Corporate,0,1,1/31/2012,15270,Not Specified,36,0.38,Office Supplies,Wrap Bag,90.86,South,2138,257.91,2/2/2012,Regular Air,1.6,Florida,6.98,33407
Hanover,Art Foster,Home Office,0.1,1,1/31/2012,18595,Critical,6,0.52,Office Supplies,Medium Box,-35.19,East,2576,451.44,2/2/2012,Regular Air,13.99,Pennsylvania,78.65,17331
Hanover,Art Foster,Home Office,0.03,1,1/31/2012,18595,Critical,16,0.59,Office Supplies,Small Pack,0.9,East,2577,138.55,2/2/2012,Regular Air,2.64,Pennsylvania,8.34,17331
Jonesboro,John Lee,Corporate,0.1,1,1/31/2012,40101,Low,46,0.45,Technology,Small Box,33.77,South,5670,2188.06,2/5/2012,Express Air,19.99,Arkansas,49.99,72401
Brooklyn Center,Matt Abelman,Home Office,0,1,1/31/2012,30341,Low,30,0.36,Office Supplies,Wrap Bag,62.46,Central,4261,150.2,2/7/2012,Regular Air,0.8,Minnesota,4.98,55429
Sherwood,Marc Crier,Consumer,0.06,1,2/1/2012,30053,Critical,41,0.37,Technology,Jumbo Drum,349.22,South,4231,3279.01,2/3/2012,Delivery Truck,33.6,Arkansas,80.97,72116
West Lafayette,Joy Smith,Corporate,0.06,1,2/1/2012,32676,Critical,37,0.55,Technology,Small Pack,523.43,Central,4594,1697.44,2/4/2012,Regular Air,1.99,Indiana,45.19,47906
Fort Wayne,Erica Bern,Corporate,0.01,1,2/1/2012,4454,Low,17,0.37,Office Supplies,Small Box,21.42,Central,636,55.45,2/6/2012,Regular Air,0.5,Indiana,3.08,46806
Eagle,Darren Powers,Corporate,0.02,1,2/2/2012,38529,Low,38,0.38,Office Supplies,Wrap Bag,-0.49,West,5421,44.85,2/2/2012,Regular Air,0.7,Idaho,1.14,83616
Cincinnati,Alejandro Grove,Consumer,0,1,2/2/2012,39904,Not Specified,44,0.49,Furniture,Small Box,-144.56,East,5639,363.92,2/3/2012,Regular Air,7.96,Ohio,8.09,45231
Cuyahoga Falls,Bill Overfelt,Corporate,0.1,1,2/2/2012,19493,Critical,31,0.68,Furniture,Large Box,-372.485971,East,2693,4713.25,2/3/2012,Regular Air,69,Ohio,154.13,44221
Burlington,Alan Schoenberger,Corporate,0.09,1,2/2/2012,55713,High,49,0.74,Furniture,Jumbo Drum,-2426.55,East,7786,5718.85,2/4/2012,Delivery Truck,70.2,Vermont,122.99,5401
Fort Wayne,Erica Bern,Corporate,0.04,1,2/2/2012,13604,Not Specified,38,0.45,Technology,Small Box,1166.4,Central,1896,3152.75,2/4/2012,Regular Air,6.13,Indiana,83.1,46806
Fort Wayne,Erica Bern,Corporate,0.07,1,2/2/2012,13604,Not Specified,42,0.74,Furniture,Medium Box,-1396.22,Central,1897,3609.88,2/5/2012,Regular Air,56.2,Indiana,90.98,46806
Pueblo,Carol Darley,Home Office,0.1,1,2/3/2012,21222,Not Specified,36,0.51,Furniture,Wrap Bag,-32.4,West,2928,181.39,2/5/2012,Regular Air,3.63,Colorado,5.08,81001
Pueblo,Carol Darley,Home Office,0.02,1,2/3/2012,21222,Not Specified,26,0.85,Technology,Small Box,-120.934,West,2929,846.0815,2/5/2012,Regular Air,5,Colorado,35.99,81001
Brooklyn Park,Matt Abelman,Home Office,0.08,1,2/4/2012,41988,Low,33,0.56,Technology,Jumbo Drum,751.58,Central,5919,4610.35,2/4/2012,Delivery Truck,17.85,Minnesota,145.45,55445
Coral Gables,Henia Zydlo,Home Office,0.08,1,2/4/2012,14400,Medium,43,0.71,Furniture,Jumbo Box,-2110.56,South,2018,6089.05,2/5/2012,Delivery Truck,80.2,Florida,146.05,33134
Spartanburg,Michael Grace,Corporate,0.01,1,2/4/2012,25120,Medium,22,0.37,Office Supplies,Small Box,-139.9,South,3530,179.22,2/5/2012,Regular Air,11.15,South Carolina,7.28,29301
Coral Gables,Henia Zydlo,Home Office,0.05,1,2/4/2012,14400,Medium,32,0.37,Office Supplies,Small Box,-166.5545,South,2016,74.34,2/5/2012,Regular Air,6.05,Florida,2.16,33134
Coral Gables,Henia Zydlo,Home Office,0.03,1,2/4/2012,14400,Medium,35,0.37,Office Supplies,Small Box,-99.08,South,2017,228.8,2/5/2012,Regular Air,6.6,Florida,6.48,33134
Hutchinson,Sonia Sunley,Small Business,0.07,1,2/4/2012,14627,Medium,47,0.38,Office Supplies,Small Box,67.864,Central,2049,671.03,2/5/2012,Regular Air,6.46,Kansas,14.48,67501
Saint Peters,Christine Sundaresam,Small Business,0.07,1,2/4/2012,59459,Medium,40,0.51,Technology,Small Pack,-51.42,Central,8321,69.66,2/5/2012,Regular Air,1.99,MO,1.7,63376
Casselberry,Gene McClure,Consumer,0.05,1,2/4/2012,35776,Medium,9,0.35,Office Supplies,Small Box,32.6825,South,5011,118.66,2/6/2012,Regular Air,1.49,Florida,12.97,32707
Casselberry,Gene McClure,Consumer,0.06,1,2/4/2012,35776,Medium,36,0.54,Office Supplies,Wrap Bag,-32.15,South,5012,213.74,2/6/2012,Regular Air,3.37,Florida,5.81,32707
Spartanburg,Michael Grace,Corporate,0,1,2/4/2012,25120,Medium,46,0.36,Office Supplies,Small Box,123.02,South,3529,237.15,2/6/2012,Regular Air,0.5,South Carolina,4.91,29301
Spartanburg,Michael Grace,Corporate,0.1,1,2/4/2012,25120,Medium,10,0.37,Office Supplies,Small Box,-35.52,South,3531,71.86,2/7/2012,Regular Air,6.93,South Carolina,6.68,29301
Burnsville,Matt Abelman,Home Office,0.07,1,2/4/2012,41988,Low,18,0.58,Furniture,Jumbo Drum,-157.56,Central,5920,610.07,2/8/2012,Delivery Truck,19.19,Minnesota,33.94,55337
Granger,Erica Bern,Corporate,0.03,1,2/4/2012,44387,Low,20,0.4,Office Supplies,Small Box,-6.71,Central,6271,173.09,2/8/2012,Regular Air,4.82,Indiana,8.34,46530
Burnsville,Matt Abelman,Home Office,0.1,1,2/4/2012,41988,Low,14,0.57,Office Supplies,Small Box,-29.54,Central,5921,181.49,2/8/2012,Regular Air,5.5,Minnesota,13.43,55337
Redondo Beach,Dean Katz,Home Office,0.03,1,2/4/2012,17636,Low,2,0.58,Office Supplies,Wrap Bag,-4.2,West,2428,7.01,2/8/2012,Regular Air,0.96,California,2.94,90278
Granger,Erica Bern,Corporate,0.07,1,2/4/2012,44387,Low,50,0.5,Technology,Small Pack,475.26,Central,6270,1441.57,2/9/2012,Express Air,1.99,Indiana,29.89,46530
Fort Myers,Mick Crebagga,Home Office,0,1,2/5/2012,26945,Critical,29,0.37,Office Supplies,Wrap Bag,77.33,South,3772,221.33,2/5/2012,Regular Air,1.77,Florida,7.28,33917
Newton,Anthony Johnson,Small Business,0.06,1,2/5/2012,36068,Critical,23,0.59,Office Supplies,Jumbo Drum,1243.17,Central,5058,6133.18,2/6/2012,Delivery Truck,23.19,Iowa,279.81,50208
East Los Angeles,Robert Barroso,Small Business,0.07,1,2/5/2012,417,Medium,39,0.38,Technology,Jumbo Drum,8734.88,West,70,15260.78,2/6/2012,Delivery Truck,28.14,California,500.98,90022
Chandler,Ricardo Block,Corporate,0.08,1,2/5/2012,35200,Medium,15,0.57,Furniture,Small Box,-102.93,West,4949,150.24,2/7/2012,Regular Air,12.52,Arizona,9.98,85224
East Los Angeles,Robert Barroso,Small Business,0.1,1,2/5/2012,417,Medium,3,0.55,Office Supplies,Small Box,-170.98,West,71,540.41,2/7/2012,Regular Air,19.99,California,178.47,90022
Newton,Christina Vanderzanden,Small Business,0.07,1,2/5/2012,10310,Low,48,0.55,Office Supplies,Wrap Bag,9.59,Central,1423,139.86,2/9/2012,Regular Air,1.01,Iowa,2.88,50208
Newton,Christina Vanderzanden,Small Business,0.1,1,2/5/2012,10310,Low,6,0.58,Technology,Small Box,-655.424,Central,1424,926.585,2/12/2012,Regular Air,3.99,Iowa,195.99,50208
Greenville,Kelly Andreada,Home Office,0.02,1,2/6/2012,25440,High,30,0.65,Furniture,Jumbo Box,912.48,South,3563,6589.304,2/6/2012,Delivery Truck,66.67,South Carolina,259.71,29611
Statesboro,Nick Zandusky,Small Business,0.02,1,2/6/2012,28772,High,16,0.68,Furniture,Large Box,-763.8,South,4028,950.464,2/7/2012,Regular Air,69,Georgia,71.37,30458
Statesboro,Nick Zandusky,Small Business,0.03,1,2/6/2012,28772,High,4,0.6,Technology,Small Box,-803.077,South,4029,705.687,2/8/2012,Express Air,8.99,Georgia,205.99,30458
Elizabeth,Bobby Elias,Small Business,0.09,1,2/6/2012,26724,Critical,2,0.36,Technology,Medium Box,-2531.4825,East,3739,1838.18,2/8/2012,Regular Air,13.99,New Jersey,999.99,7201
Lincoln,Bill Donatelli,Corporate,0.03,1,2/6/2012,41543,Low,45,0.62,Furniture,Jumbo Drum,1385.35,Central,5853,7548.65,2/10/2012,Delivery Truck,30,Nebraska,160.98,68502
